Date Submitted,Workout Date,Activity Type,Calories Burned (kcal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace (min/mi),Avg Speed (mi/h),Max Speed (mi/h),Avg Heart Rate,Steps,Notes,Source,Link
"March 23, 2019","March 10, 2019",Run,683,5.51174,3733,11.288,5.60843,5.31537,10.6982,,9923,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3442371349
"Feb. 24, 2019","Feb. 24, 2019",Run,403,3.51363,2543,12.0625,4.76785,4.97407,12.5843,,6716,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3397388338
"Feb. 17, 2019","Feb. 17, 2019",Run,423,4.00867,3105,12.9095,6.20519,4.64773,9.66932,,8150,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3386153878
"Feb. 5, 2019","Feb. 5, 2019",Run,596,5.03445,2672,8.84573,2.41439,6.78294,24.851,,7299,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3366572959
"Feb. 3, 2019","Feb. 3, 2019",Run,738,6.03104,3895,10.7638,3.38558,5.57427,17.7222,,10404,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3363686983
"Jan. 20, 2019","Jan. 20, 2019",Run,1567,13.2996,6968,8.73207,5.50646,6.87123,10.8963,,19065,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3341029378
"Jan. 12, 2019","Jan. 12, 2019",Run,831,7.01245,3946,9.37856,4.77455,6.39757,12.5666,0,10703,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3328963243
"Jan. 5, 2019","Jan. 5, 2019",Run,971,8.05,4988,10.3271,4.4514,5.80994,13.4789,,12404,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3316806109
"Jan. 1, 2019","Jan. 1, 2019",Run,718,6.03344,3533,9.7595,5.72905,6.14786,10.4729,,9539,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3310031467
"Dec. 31, 2018","Dec. 31, 2018",Run,357,3.01829,1681,9.28231,5.23132,6.46391,11.4694,,4565,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3308352967
"Dec. 25, 2018","Dec. 25, 2018",Run,603,5.01628,3090,10.2666,5.52788,5.84421,10.8541,,8296,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3300538291
"Dec. 16, 2018","Dec. 16, 2018",Run,597,5.02172,2894,9.60495,5.99982,6.24678,10.0003,,7828,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3290176126
"Dec. 8, 2018","Dec. 8, 2018",Run,600,5.0244,3008,9.97797,3.27281,6.01325,18.3329,,8101,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3280679887
"Dec. 4, 2018","Dec. 4, 2018",Run,592,5.01362,2757,9.16503,2.31221,6.54663,25.9492,,7499,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3276112297
"Dec. 2, 2018","Dec. 2, 2018",Run,454,4.34741,3382,12.9656,5.67662,4.62764,10.5697,,8873,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3273148096
"Nov. 24, 2018","Nov. 24, 2018",Run,728,6.02461,3759,10.399,5.4287,5.76978,11.0524,,10078,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3262689799
"Nov. 19, 2018","Nov. 19, 2018",Run,488,4.1073,2364,9.59267,5.53247,6.25478,10.8451,,6395,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3256251310
"Nov. 7, 2018","Nov. 7, 2018",Run,825,7.00648,3728,8.86798,1.96703,6.76592,30.5028,,10181,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3238783723
"Oct. 31, 2018","Oct. 31, 2018",Run,597,5.01628,2947,9.79146,3.96773,6.12779,15.122,,7954,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3227812633
"Oct. 6, 2018","Oct. 6, 2018",Run,952,8.00639,4626,9.62981,8.47226,6.23065,7.08193,,12509,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3186619336
"Oct. 1, 2018","Oct. 1, 2018",Run,361,3.01748,1818,10.0415,9.21751,5.97521,6.50935,,4893,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3177818698
"Sept. 27, 2018","Sept. 27, 2018",Run,1005,7.55,3855,8.50993,7.40488,7.05058,8.10276,,9183,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3169770307
"Sept. 22, 2018","Sept. 22, 2018",Run,856,7.05287,4477,10.5796,10.0563,5.67128,5.9664,,11980,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3160966651
"Sept. 16, 2018","Sept. 16, 2018",Run,515,4.20407,2769,10.9775,10.0198,5.46575,5.98813,,7381,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3149515819
"Sept. 9, 2018","Sept. 9, 2018",Run,394,3.0,1781,9.89444,0,6.06401,0,143,4801,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3135493216
"Sept. 5, 2018","Sept. 5, 2018",Run,474,4.00841,2215,9.2098,2.46938,6.5148,24.2976,0,6021,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3128273425
"Aug. 27, 2018","Aug. 27, 2018",Run,425,4.01259,3089,12.8305,2.79371,4.67637,21.4768,0,8112,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3109546000
"Aug. 25, 2018","Aug. 25, 2018",Run,834,6.99878,4088,9.73503,2.8346,6.16331,21.167,0,11040,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3105033319
"Aug. 18, 2018","Aug. 18, 2018",Run,740,6.07544,3932,10.7866,1.39707,5.56245,42.9471,0,10501,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3090934171
"Aug. 7, 2018","Aug. 7, 2018",Run,710,6.01095,3292,9.12779,2.87602,6.57333,20.8621,0,8958,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3068180125
"Aug. 5, 2018","Aug. 5, 2018",Run,642,6.01037,4596,12.7446,4.84588,4.70786,12.3817,0,12077,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3063460426
"July 31, 2018","July 31, 2018",Run,478,4.04822,2214,9.11511,4.99329,6.58247,12.0161,0,6026,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3052170850
"July 28, 2018","July 28, 2018",Run,960,8.01965,4832,10.042,3.84845,5.97491,15.5907,0,12138,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3046442674
"July 24, 2018","July 24, 2018",Run,654,5.53,3054,9.20434,5.3011,6.51866,11.3184,0,7534,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3037154026
"July 22, 2018","July 22, 2018",Run,491,4.06186,2535,10.4016,4.31568,5.76833,13.9028,0,6796,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3033251161
"July 20, 2018","July 20, 2018",Run,474,4.00741,2211,9.19547,5.68537,6.52495,10.5534,0,6011,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3029241178
"July 18, 2018","July 18, 2018",Run,357,3.01749,1712,9.45599,5.29233,6.34519,11.3372,0,4639,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3024702676
"July 11, 2018","July 11, 2018",Run,382,3.23816,1728,8.89394,3.20635,6.74617,18.7128,0,4717,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3009993865
"July 7, 2018","July 7, 2018",Run,390,3.26655,1948,9.93912,5.13735,6.03675,11.6792,0,5249,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3002154286
"July 7, 2018","July 7, 2018",Run,447,3.75,2210,9.82222,0,6.1086,0,,5962,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3002122204
"June 26, 2018","June 26, 2018",Run,655,5.51221,3149,9.52128,3.68948,6.30167,16.2625,0,8526,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2979612523
"June 22, 2018","June 22, 2018",Run,565,4.63522,2996,10.7726,5.75888,5.56969,10.4187,0,8002,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2970902671
"May 16, 2018","May 16, 2018",Run,359,3.01539,1769,9.77761,6.0697,6.13647,9.88517,0,4775,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2889642862
"May 14, 2018","May 14, 2018",Run,475,4.02657,2181,9.02754,2.55302,6.64633,23.5015,0,5943,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2886134470
"May 5, 2018","May 5, 2018",Run,582,5.01628,3596,11.9478,3.35156,5.02186,17.9021,0,9506,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2865949564
"May 2, 2018","May 2, 2018",Run,709,6.01329,3180,8.81382,4.43728,6.80749,13.5218,0,8691,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2858520907
"April 28, 2018","April 28, 2018",Run,1104,9.00876,5936,10.9819,5.0312,5.46353,11.9256,0,15823,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2850264973
"April 21, 2018","April 21, 2018",Run,596,5.00724,2896,9.63938,3.95713,6.22447,15.1625,0,7830,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2835009865
"April 15, 2018","April 15, 2018",Run,953,8.01032,4623,9.61884,4.62775,6.23776,12.9653,0,12502,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2822738953
"April 9, 2018","April 9, 2018",Run,479,4.00272,2418,10.0681,2.86062,5.95939,20.9745,0,6505,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2811161689
"April 7, 2018","April 7, 2018",Run,597,5.0254,2885,9.56806,5.90978,6.27086,10.1527,0,7807,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2807298607
"April 1, 2018","April 1, 2018",Run,682,6.03733,4409,12.1715,1.39206,4.92955,43.1015,0,11635,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2796281381
"March 25, 2018","March 25, 2018",Run,361,3.01103,1830,10.1294,5.17203,5.92334,11.6009,0,4920,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2783305937
"March 24, 2018","March 24, 2018",Run,378,3.05771,2075,11.3102,6.5853,5.30495,9.1112,0,5515,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2781005555
"March 21, 2018","March 21, 2018",Run,596,5.00914,2925,9.73222,0.735632,6.16509,81.5625,0,7900,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2776144877
"March 18, 2018","March 18, 2018",Run,718,5.99549,3609,10.0325,4.30299,5.98054,13.9438,0,9714,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2770295828
"March 16, 2018","March 16, 2018",Run,359,3.0092,1772,9.81435,6.06663,6.1135,9.89017,0,4781,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/2766472949
"Feb. 20, 2018","Feb. 20, 2018",Run,355,3.01227,1629,9.01312,5.55801,6.65696,10.7952,0,4440,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2722554430
"Feb. 17, 2018","Feb. 17, 2018",Run,739,6.24308,3509,9.3677,5.67473,6.40499,10.5732,0,9519,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2717973049
"Feb. 9, 2018","Feb. 9, 2018",Run,471,4.00416,2138,8.89908,4.80215,6.74227,12.4944,0,5836,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2704364773
"Jan. 30, 2018","Jan. 30, 2018",Run,592,5.01178,2758,9.17173,4.65876,6.54184,12.879,0,7501,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2686993909
"Jan. 21, 2018","Jan. 21, 2018",Run,1569,13.1123,8037,10.2156,6.02981,5.87339,9.95056,0,21588,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2669673091
"Jan. 18, 2018","Jan. 18, 2018",Run,151,1.23841,833,11.2106,6.72005,5.35209,8.9285,0,2216,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2664703186
"Jan. 7, 2018","Jan. 7, 2018",Run,863,7.11357,4592,10.7588,4.15402,5.57684,14.4439,0,12266,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2646850792
"Jan. 1, 2018","Jan. 1, 2018",Run,433,3.61069,2244,10.3581,3.53271,5.79255,16.9841,0,6019,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2638089238
"Dec. 29, 2017","Dec. 29, 2017",Run,825,7.01679,3843,9.1281,4.72906,6.57311,12.6875,0,10458,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2634506209
"Dec. 21, 2017","Dec. 21, 2017",Run,470,4.0091,2104,8.74676,5.05645,6.85968,11.866,0,5756,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2626108432
"Dec. 17, 2017","Dec. 17, 2017",Run,1065,9.00193,5166,9.56462,5.20559,6.27312,11.5261,0,13980,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2621036524
"Dec. 14, 2017","Dec. 14, 2017",Run,587,5.006,2598,8.64961,4.48405,6.93673,13.3808,0,7117,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2617965889
"Dec. 8, 2017","Dec. 8, 2017",Run,705,6.01121,3172,8.79468,1.23393,6.8223,48.625,0,8671,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2610853960
"Dec. 3, 2017","Dec. 3, 2017",Run,945,8.04137,4381,9.08013,4.94144,6.60784,12.1422,0,11929,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2603358181
"Nov. 28, 2017","Nov. 28, 2017",Run,354,3.00305,1687,9.36269,5.4334,6.40841,11.0428,0,4577,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2596894681
"Nov. 26, 2017","Nov. 26, 2017",Run,713,6.00897,3541,9.82143,4.92173,6.10909,12.1908,0,9553,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2593363588
"Nov. 21, 2017","Nov. 21, 2017",Run,476,4.00604,2383,9.9142,6.75071,6.05193,8.88795,0,6422,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2586828196
"Nov. 19, 2017","Nov. 19, 2017",Run,832,7.00506,4153,9.88095,4.50832,6.07229,13.3087,0,11197,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2583368446
"Nov. 12, 2017","Nov. 12, 2017",Run,602,5.01763,3104,10.3103,5.12279,5.81942,11.7124,0,8329,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2572740718
"Nov. 5, 2017","Nov. 5, 2017",Run,479,4.01556,2435,10.1065,5.04236,5.93677,11.8992,0,6548,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2561278090
"Nov. 5, 2017","Nov. 5, 2017",Run,479,4.04069,2351,9.6972,3.51673,6.18736,17.0613,0,6352,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2561208109
"Oct. 28, 2017","Oct. 28, 2017",Run,1183,10.0166,5677,9.44597,5.27794,6.35192,11.3681,0,15385,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2548398639
"Oct. 25, 2017","Oct. 25, 2017",Run,476,4.00405,2384,9.92329,5.02029,6.04638,11.9515,0,6424,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2543762967
"Oct. 21, 2017","Oct. 21, 2017",Run,948,8.00267,4633,9.64886,4.28,6.21835,14.0187,,11910,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2535998457
"Oct. 14, 2017","Oct. 14, 2017",Run,846,7.03133,4400,10.4295,4.63169,5.7529,12.9542,0,11792,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2522918675
"Oct. 10, 2017","Oct. 10, 2017",Run,518,5.00474,3902,12.9944,5.7345,4.61739,10.463,0,10236,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2516047343
"Oct. 1, 2017","Oct. 1, 2017",Run,601,5.00347,3108,10.3528,6.26423,5.79553,9.57819,0,8336,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2497934843
"Sept. 24, 2017","Sept. 23, 2017",Bike Ride,0,8.6,0,0,0,0,0,,,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2484540197
"Sept. 24, 2017","Sept. 23, 2017",Bike Ride,0,8.6,0,0,0,0,0,,,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2484539912
"Sept. 18, 2017","Sept. 18, 2017",Bike Ride,0,7.2,0,0,0,0,0,,,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2472464621
"Sept. 18, 2017","Sept. 18, 2017",Bike Ride,0,5.0,0,0,0,0,0,,,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2472464009
"Sept. 10, 2017","Sept. 10, 2017",Run,346,3.10698,2286,12.2627,7.26001,4.89289,8.26446,0,6028,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2455136165
"Sept. 5, 2017","Sept. 5, 2017",Bike Ride,237,6.00099,1932,5.36578,2.09949,11.182,28.5784,0,0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2444445050
"Sept. 4, 2017","Sept. 4, 2017",Bike Ride,0,14.0,0,0,0,0,0,,,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2443634810
"Sept. 4, 2017","Sept. 4, 2017",Run,1188,10.0076,5897,9.82088,5.73999,6.10943,10.453,0,15910,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2442081281
"Aug. 29, 2017","Aug. 29, 2017",Run,763,6.39852,3876,10.0961,5.12546,5.9429,11.7063,0,10425,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2431290722
"Aug. 23, 2017","Aug. 23, 2017",Run,390,4.00377,3297,13.7246,7.17061,4.37173,8.36749,0,8608,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2418784613
"Aug. 22, 2017","Aug. 22, 2017",Bike Ride,247,5.92716,1772,4.98271,2.68185,12.0416,22.3726,0,0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2416051391
"Aug. 22, 2017","Aug. 22, 2017",Bike Ride,258,6.27134,1914,5.08663,2.53435,11.7956,23.6747,0,0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2414976686
"Aug. 22, 2017","Aug. 21, 2017",Bike Ride,108,3.02,1020,5.62914,0,10.6588,0,,,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2416166270
"Aug. 21, 2017","Aug. 21, 2017",Bike Ride,112,3.03956,1012,5.54905,2.61087,10.8127,22.9809,0,0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2414050472
"Aug. 22, 2017","Aug. 20, 2017",Run,928,8.03,2597,5.3902,0,11.1313,0,,7660,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2416184432
"Aug. 20, 2017","Aug. 20, 2017",Bike Ride,376,9.6,3120,5.41667,0,11.0769,0,,,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2411729414
"Aug. 19, 2017","Aug. 19, 2017",Run,373,4.21941,3839,15.164,6.32989,3.95673,9.47884,0,9943,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2409996599
"Aug. 15, 2017","Aug. 15, 2017",Run,474,4.01,2288,9.50956,4.18343,6.30944,14.3423,,5104,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2401216607
"Aug. 13, 2017","Aug. 13, 2017",Run,362,3.01478,1877,10.3766,3.70289,5.78221,16.2036,0,5033,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2396769797
"Aug. 8, 2017","Aug. 8, 2017",Run,591,5.01134,2837,9.43526,4.81152,6.35913,12.4701,0,7690,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2384519534
"Aug. 7, 2017","Aug. 7, 2017",Bike Ride,0,6.1,0,0,0,0,0,,,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2383457141
"Aug. 7, 2017","Aug. 6, 2017",Bike Ride,0,7.2,0,0,0,0,0,,,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2383465616
"Aug. 3, 2017","Aug. 3, 2017",Run,614,5.01085,3485,11.5915,6.12863,5.1762,9.79011,0,9239,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2374987367
"Aug. 2, 2017","Aug. 2, 2017",Run,831,7.01419,4075,9.68275,4.81074,6.19659,12.4721,0,11012,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2372166212
"Aug. 2, 2017","Aug. 1, 2017",Bike Ride,0,11.6,0,0,0,0,0,,,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2371699016
"July 20, 2017","July 20, 2017",Run,356,3.00754,1731,9.59257,5.93701,6.25484,10.1061,,4683,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2343435611
"July 16, 2017","July 16, 2017",Run,475,4.00607,2329,9.68945,4.48022,6.1923,13.3922,,6293,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2333879030
"July 10, 2017","July 10, 2017",Run,543,4.49894,2852,10.5655,5.47745,5.67888,10.954,,7633,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2321393564
"July 10, 2017","July 9, 2017",Bike Ride,0,6.8,0,0,0,0,0,,,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2319836513
"July 9, 2017","July 8, 2017",Bike Ride,0,16.8,0,0,0,0,0,,,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2316999983
"July 6, 2017","July 6, 2017",Run,593,5.00817,2902,9.65756,5.55422,6.21275,10.8026,0,7845,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2311291097
"July 3, 2017","July 3, 2017",Run,369,3.00436,2043,11.3335,6.65133,5.29403,9.02075,0,5428,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2305483679
"June 28, 2017","June 28, 2017",Run,710,6.00373,3435,9.53574,4.26137,6.29212,14.08,0,9299,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2294811992
"June 24, 2017","June 24, 2017",Run,610,5.14918,2980,9.64555,5.51774,6.22049,10.874,0,8057,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2284847555
"June 21, 2017","June 21, 2017",Run,610,5.15381,2971,9.60779,5.55601,6.24494,10.7991,0,8036,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2277733070
"June 18, 2017","June 18, 2017",Run,840,7.00256,4334,10.3153,5.74523,5.81661,10.4434,0,11629,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2271239792
"June 15, 2017","June 15, 2017",Run,714,6.02154,3512,9.72066,5.65056,6.17242,10.6184,0,9486,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2264549984
"June 11, 2017","June 11, 2017",Run,848,7.0101,4491,10.6774,5.11583,5.61932,11.7283,0,12006,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2255727182
"June 3, 2017","June 3, 2017",Run,357,3.00662,1758,9.74517,0,6.15689,0,,4747,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2237142674
"June 1, 2017","June 1, 2017",Run,594,4.99898,2983,9.94536,2.473,6.03296,24.262,0,8037,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2233705946
"May 29, 2017","May 29, 2017",Run,836,7.00365,4253,10.1209,4.50505,5.92832,13.3184,0,11436,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2226180332
"May 27, 2017","May 27, 2017",Run,975,10.0022,8238,13.727,5.88096,4.37095,10.2024,0,21508,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2221694144
"May 22, 2017","May 22, 2017",Run,596,5.0044,3019,10.0545,5.19551,5.96749,11.5484,0,8124,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2210414009
"May 22, 2017","May 21, 2017",Run,486,4.6,10800,39.1304,0,1.53333,0,,26660,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2211134693
"May 11, 2017","May 11, 2017",Run,592,5.00619,2859,9.51823,5.77075,6.3037,10.3973,0,7741,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2185443065
"May 6, 2017","May 6, 2017",Run,965,8.00254,5055,10.5279,6.16533,5.69914,9.73184,0,13534,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2174419502
"May 4, 2017","May 4, 2017",Run,353,3.00952,1625,8.99923,4.74934,6.66724,12.6333,0,4430,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2170793654
"May 4, 2017","May 3, 2017",Run,2144,2.0,54000,450.0,0,0.133333,0,,129513,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2170716350
"April 27, 2017","April 27, 2017",Run,714,6.00495,3589,9.96123,5.53234,6.02335,10.8453,0,9667,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2155510403
"April 24, 2017","April 24, 2017",Run,368,3.00439,2025,11.2335,6.56117,5.34115,9.1447,0,5385,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2148934859
"April 22, 2017","April 22, 2017",Run,1069,9.01254,5286,9.77527,5.11204,6.13794,11.737,0,14269,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2143841129
"April 17, 2017","April 17, 2017",Run,828,7.00378,4001,9.52105,5.75067,6.30183,10.4336,0,10833,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2133349571
"April 11, 2017","April 11, 2017",Run,587,5.0,2700,9.0,0,6.66667,0,,7360,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2120712647
"April 8, 2017","April 8, 2017",Run,1068,9.01353,5227,9.6651,5.15921,6.2079,11.6297,0,14128,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2113025591
"April 4, 2017","April 4, 2017",Run,598,5.00356,3046,10.1461,5.31064,5.91359,11.2981,0,8188,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2104963733
"April 1, 2017","April 1, 2017",Run,1526,13.1,9347,11.8919,0,5.04547,0,,24719,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2098584719
