Date Submitted,Workout Date,Activity Type,Calories Burned (kcal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace (min/mi),Avg Speed (mi/h),Max Speed (mi/h),Avg Heart Rate,Steps,Notes,Source,Link
"July 13, 2021","July 13, 2021",Run,400,3.51564,2679,12.7004,7.52465,4.72426,7.97379,,7259,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5929721875
"July 3, 2021","July 3, 2021",Run,465,4.01126,2971,12.3444,7.36446,4.8605,8.14724,,7830,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5903237974
"July 1, 2021","July 1, 2021",Run,231,2.01794,1173,9.6881,4.68033,6.19317,12.8196,,3313,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5897430136
"June 28, 2021","June 28, 2021",Run,463,4.00743,2392,9.94819,5.84864,6.03125,10.2588,,6444,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5889056311
"June 20, 2021","June 20, 2021",Run,444,4.13655,3370,13.5781,7.04591,4.41886,8.51558,,8807,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5867774707
"June 11, 2021","June 11, 2021",Run,243,2.00263,1400,11.6513,8.45198,5.14963,7.09893,,3710,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5841949564
"June 5, 2021","June 5, 2021",Run,295,2.56,1515,9.86328,6.80671,6.08317,8.81483,,3293,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5824145785
"June 2, 2021","June 2, 2021",Run,292,2.53112,1506,9.91655,6.95082,6.05049,8.63207,,4059,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5815320679
"May 21, 2021","May 21, 2021",Run,355,3.03045,1872,10.2955,7.98964,5.82778,7.50973,,5024,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5780204695
"May 1, 2021","May 1, 2021",Run,461,4.0059,2364,9.83548,5.53214,6.10036,10.8457,,6377,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5722906675
"April 30, 2021","April 30, 2021",Run,356,3.00472,2155,11.9534,6.28785,5.01948,9.54221,,5696,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5720583967
"April 24, 2021","April 24, 2021",Run,463,4.01573,2379,9.87367,6.07875,6.07677,9.87045,,6560,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5700769333
"April 18, 2021","April 18, 2021",Run,407,3.36936,2244,11.1,6.91274,5.40539,8.67963,,5975,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5683164799
"April 13, 2021","April 13, 2021",Run,469,4.00919,2468,10.2598,5.98295,5.84809,10.0285,,6626,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5666308813
"April 11, 2021","April 11, 2021",Run,344,3.01164,1744,9.65143,5.94279,6.2167,10.0963,,4715,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5660395069
"April 8, 2021","April 8, 2021",Run,226,2.01198,1110,9.19492,6.60498,6.52534,9.08405,,3109,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5650782898
"April 4, 2021","April 4, 2021",Run,802,7.01088,4059,9.64929,5.39021,6.21808,11.1313,,12559,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5638006261
"March 30, 2021","March 30, 2021",Run,356,3.11088,1804,9.665,6.31011,6.20796,9.50855,,4876,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5621663941
"March 21, 2021","March 21, 2021",Run,878,7.50506,4610,10.2375,6.56968,5.86078,9.13287,,13959,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5593095889
"March 14, 2021","March 14, 2021",Run,583,5.00272,3041,10.1311,7.11513,5.92233,8.43273,,8176,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5571160111
"March 6, 2021","March 6, 2021",Run,467,4.00929,2445,10.1639,5.79624,5.90324,10.3515,,6571,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5544653923
"Feb. 28, 2021","Feb. 28, 2021",Run,357,2.99767,1923,10.6916,6.74319,5.61186,8.89787,,5140,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5524728976
"Jan. 23, 2021","Jan. 23, 2021",Run,1559,13.1173,8389,10.659,6.29989,5.62907,9.52397,,23582,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5391481024
"Jan. 16, 2021","Jan. 16, 2021",Run,821,7.00662,4317,10.2689,6.2956,5.84291,9.53046,,11618,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5360591659
"Jan. 7, 2021","Jan. 7, 2021",Run,573,5.01018,2905,9.66365,6.52018,6.20883,9.2022,,7852,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5310801817
"Jan. 2, 2021","Jan. 2, 2021",Bike Ride,703,16.02,5181,5.39016,0,11.1314,0,,,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5251820113
"Jan. 1, 2021","Jan. 1, 2021",Run,1156,10.01,5953,9.83607,6.93632,6.1,8.65012,,16330,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5238013276
"Dec. 29, 2020","Dec. 29, 2020",Run,596,5.04934,3168,10.4568,7.20857,5.73789,8.32343,,8488,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5221882972
"Dec. 25, 2020","Dec. 25, 2020",Run,415,3.62642,2104,9.66978,6.91667,6.2049,8.6747,,5687,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5197095163
"Dec. 20, 2020","Dec. 19, 2020",Run,848,7.01878,4680,11.113,5.30653,5.39907,11.3068,,12460,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5164429870
"Dec. 17, 2020","Dec. 17, 2020",Run,360,3.16737,1813,9.53999,7.03448,6.28931,8.52942,,4908,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5152878778
"Dec. 13, 2020","Dec. 13, 2020",Run,502,4.85648,4042,13.8715,8.37967,4.32542,7.16018,,10544,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5125048246
"Dec. 6, 2020","Dec. 6, 2020",Run,604,5.00811,3328,11.0754,6.97542,5.41742,8.60163,,8863,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5080575214
"Nov. 29, 2020","Nov. 29, 2020",Run,462,4.04365,2342,9.65299,6.39997,6.21569,9.37505,,6331,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5045590714
"Nov. 25, 2020","Nov. 25, 2020",Run,463,4.01707,2369,9.82889,6.56498,6.10445,9.1394,,6391,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/5025834391
"Nov. 21, 2020","Nov. 21, 2020",Run,585,5.01008,3058,10.1728,6.80534,5.89807,8.8166,,8306,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4999636315
"Nov. 10, 2020","Nov. 10, 2020",Run,386,3.33702,1989,9.934,6.46048,6.03986,9.28723,,5359,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4887134503
"Oct. 31, 2020","Oct. 31, 2020",Run,641,5.53506,3309,9.96376,5.85269,6.02182,10.2517,,9054,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4805018800
"Oct. 30, 2020","Oct. 30, 2020",Run,230,2.01247,1169,9.6813,7.3143,6.19752,8.2031,,3159,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4802018194
"Oct. 25, 2020","Oct. 25, 2020",Run,487,4.1399,2586,10.3333,5.38532,5.80645,11.1414,,6932,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4789826440
"Oct. 14, 2020","Oct. 14, 2020",Run,418,3.56407,2202,10.2972,6.90438,5.82681,8.69014,,5910,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4760199784
"Sept. 26, 2020","Sept. 26, 2020",Run,461,4.00332,2360,9.82518,6.6299,6.10676,9.04991,,6367,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4706848858
"Sept. 17, 2020","Sept. 17, 2020",Run,466,4.0243,2409,9.97689,6.53075,6.0139,9.18731,,6488,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4683195748
"Sept. 13, 2020","Sept. 13, 2020",Run,358,4.01779,3607,14.9626,6.68783,4.00999,8.97152,,9352,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4671200677
"Sept. 13, 2020","Sept. 13, 2020",Run,132,1.31528,1114,14.1161,8.87795,4.25047,6.75832,,2902,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4670847202
"Sept. 12, 2020","Sept. 12, 2020",Hike,1122,4.76365,8130,28.4446,10.3687,2.10936,5.78667,,10855,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4668904357
"Sept. 7, 2020","Sept. 7, 2020",Run,835,7.00346,4517,10.7494,5.09927,5.58168,11.7664,,12163,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4655021764
"Sept. 1, 2020","Sept. 1, 2020",Run,353,3.05914,1813,9.87749,6.82185,6.07442,8.79527,,4888,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4637895397
"Aug. 25, 2020","Aug. 25, 2020",Run,576,5.01,2941,9.78377,6.23932,6.13261,9.61643,,7888,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4618878919
"Aug. 15, 2020","Aug. 15, 2020",Run,526,5.01276,4137,13.7549,7.78277,4.36208,7.70934,,10799,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4591227664
"Aug. 9, 2020","Aug. 9, 2020",Run,827,7.01286,4390,10.4332,5.92999,5.75086,10.1181,,11765,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4573759042
"Aug. 2, 2020","Aug. 2, 2020",Run,837,7.00449,4539,10.8002,6.97174,5.55544,8.60617,,12206,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4553240659
"July 31, 2020","July 31, 2020",Run,457,4.0293,2285,9.4516,6.69839,6.34813,8.95737,,6290,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4547591830
"July 28, 2020","July 28, 2020",Run,514,4.42701,2672,10.0595,6.9515,5.96454,8.63124,,7190,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4538331307
"July 27, 2020","July 27, 2020",Run,179,1.48065,989,11.1325,8.1611,5.38964,7.35195,,2633,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4536209227
"July 19, 2020","July 19, 2020",Run,965,8.02262,5281,10.9667,6.61589,5.47112,9.06907,,14193,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4512274786
"July 16, 2020","July 16, 2020",Run,346,3.03824,1745,9.4,6.57784,6.38298,9.12153,,4722,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4503451900
"July 10, 2020","July 10, 2020",Run,689,6.00338,3512,9.75007,6.64918,6.1538,9.02367,,9483,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4485713548
"July 2, 2020","July 2, 2020",Run,583,5.00334,3046,10.1465,6.19707,5.91334,9.68199,,8188,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4461880042
"June 28, 2020","June 28, 2020",Run,579,5.00751,2988,9.94506,6.32404,6.03314,9.4876,,8098,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4449007246
"June 23, 2020","June 23, 2020",Run,360,3.02463,1946,10.7231,6.94478,5.5954,8.63958,,5200,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4434514324
"June 20, 2020","June 20, 2020",Run,828,7.00125,4420,10.5219,7.17003,5.70238,8.36816,,11835,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4423994752
"June 16, 2020","June 16, 2020",Run,229,2.01793,1153,9.52295,5.60144,6.30057,10.7115,,3122,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4409647135
"June 14, 2020","June 14, 2020",Run,587,5.02589,3074,10.1939,6.85975,5.88588,8.74668,,8259,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4402504264
"June 11, 2020","June 11, 2020",Run,603,5.00549,3315,11.0379,6.59577,5.43582,9.09674,,8832,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4392234604
"June 6, 2020","June 6, 2020",Run,470,4.00296,2484,10.3423,6.98516,5.8014,8.58964,,6663,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4374615619
"June 2, 2020","June 2, 2020",Run,464,4.01,2397,9.96259,6.98987,6.02253,8.58385,,6445,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4359942769
"May 24, 2020","May 24, 2020",Run,366,3.02429,2026,11.1652,7.27905,5.37386,8.24283,,5391,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4326042862
"May 16, 2020","May 16, 2020",Run,590,5.01087,3127,10.4007,7.52669,5.76883,7.97163,,8383,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4295660443
"May 9, 2020","May 9, 2020",Run,711,6.01213,3803,10.5426,7.15606,5.69121,8.38451,,10181,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4267983826
"May 6, 2020","May 6, 2020",Run,359,3.00819,1946,10.7817,5.39614,5.56499,11.1191,,5197,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4257395170
"April 29, 2020","April 29, 2020",Run,345,3.00577,1761,9.76457,6.29412,6.14467,9.53271,,4754,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4228700473
"April 19, 2020","April 19, 2020",Bike Ride,227,6.24655,2885,7.69758,2.91691,7.79466,20.5697,,,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4188696913
"April 18, 2020","April 18, 2020",Run,599,5.01435,3250,10.8023,7.68473,5.55435,7.8077,,8678,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4183761397
"April 13, 2020","April 13, 2020",Run,586,5.00866,3083,10.2589,6.63302,5.84859,9.04566,,8278,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4166142685
"April 10, 2020","April 10, 2020",Run,477,4.02686,2552,10.5624,7.23789,5.68052,8.2897,,6830,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4156206988
"April 5, 2020","April 5, 2020",Run,474,4.01064,2535,10.5345,6.20405,5.69558,9.6711,,6787,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4138778203
"March 23, 2020","March 23, 2020",Run,594,5.01958,3171,10.5288,6.92012,5.69867,8.67037,,8490,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4099159564
"March 16, 2020","March 16, 2020",Run,484,4.01222,2661,11.0537,7.36397,5.42803,8.14778,,7088,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4084103887
"March 14, 2020","March 14, 2020",Run,723,6.01,4243,11.7665,7.69803,5.09922,7.7942,,11224,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4080366295
"March 12, 2020","March 12, 2020",Run,433,3.52288,2437,11.5294,7.83966,5.20409,7.65339,,6464,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4077263011
"March 9, 2020","March 9, 2020",Run,371,3.04252,2073,11.3557,7.87891,5.28368,7.61527,,5507,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4072260133
"Feb. 29, 2020","Feb. 29, 2020",Run,366,3.02358,2124,11.708,7.71662,5.12471,7.77542,,5626,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4055570530
"Feb. 2, 2020","Feb. 2, 2020",Run,827,7.00323,4411,10.4975,6.40183,5.71563,9.37232,,11814,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/4011999523
"Jan. 19, 2020","Jan. 19, 2020",Run,1470,13.185,7137,9.02158,6.37171,6.65072,9.41663,,19449,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3988377868
"Jan. 12, 2020","Jan. 12, 2020",Run,692,6.00809,3544,9.83119,4.38175,6.10302,13.6932,,9560,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3977291977
"Jan. 9, 2020","Jan. 9, 2020",Run,590,5.13875,3003,9.73973,3.51796,6.16034,17.0553,,8110,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3973251169
"Jan. 5, 2020","Jan. 5, 2020",Run,1079,9.31816,5582,9.98409,5.09611,6.00956,11.7737,,15032,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3966156193
"Jan. 1, 2020","Jan. 1, 2020",Run,923,8.0,4739,9.87292,5.22052,6.07723,11.4931,,12775,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3960269704
"Dec. 30, 2019","Dec. 30, 2019",Run,470,4.01447,2469,10.2504,5.06009,5.85342,11.8575,,6630,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3957615358
"Dec. 26, 2019","Dec. 26, 2019",Run,706,6.00391,3743,10.3905,4.48986,5.77453,13.3634,,10036,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3951778705
"Dec. 21, 2019","Dec. 21, 2019",Run,817,7.00044,4270,10.166,4.77956,5.90201,12.5535,,11476,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3946531387
"Dec. 15, 2019","Dec. 15, 2019",Run,1054,9.00259,5541,10.2582,5.7897,5.84901,10.3632,,14877,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3939881284
"Dec. 11, 2019","Dec. 11, 2019",Run,349,3.00784,1812,10.0404,6.04642,5.97583,9.92322,,4877,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3935524033
"Dec. 8, 2019","Dec. 8, 2019",Run,342,3.00544,1722,9.54935,6.1756,6.28315,9.71565,,4661,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3931523452
"Dec. 5, 2019","Dec. 5, 2019",Run,826,7.00876,4397,10.456,5.43057,5.73835,11.0486,,11781,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3928005826
"Nov. 29, 2019","Nov. 29, 2019",Run,644,5.52093,3363,10.1523,6.40512,5.91,9.3675,,9040,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3919295842
"Nov. 24, 2019","Nov. 24, 2019",Run,708,6.00237,3766,10.457,4.70715,5.73779,12.7466,,10090,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3912540793
"Nov. 2, 2019","Nov. 2, 2019",Run,926,8.00618,4780,9.95065,5.5723,6.02976,10.7675,,12877,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3879186652
"Oct. 27, 2019","Oct. 27, 2019",Run,945,8.00593,5031,10.4735,5.74234,5.72875,10.4487,,13477,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3869927323
"Oct. 21, 2019","Oct. 21, 2019",Run,585,5.00275,3065,10.2111,5.7811,5.87598,10.3787,,8233,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3860449270
"Oct. 7, 2019","Oct. 7, 2019",Run,473,4.03431,2504,10.3446,0.473891,5.80013,126.611,,6717,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3836042797
"Sept. 22, 2019","Sept. 22, 2019",Run,711,6.00202,3806,10.5687,4.82015,5.67716,12.4477,,10186,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3807228841
"Sept. 18, 2019","Sept. 18, 2019",Run,575,5.01034,2933,9.7565,5.92144,6.14975,10.1327,,7919,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3799141525
"Sept. 11, 2019","Sept. 11, 2019",Run,286,2.52131,1436,9.49243,5.29997,6.32082,11.3208,,3889,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3785439418
"Sept. 7, 2019","Sept. 7, 2019",Run,594,5.01,3177,10.5689,5.92212,5.67705,10.1315,,6815,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3778414708
"Sept. 3, 2019","Sept. 3, 2019",Run,341,3.00165,2297,12.7541,6.73998,4.70437,8.9021,,6035,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3770410897
"Sept. 1, 2019","Sept. 1, 2019",Run,708,6.01,3763,10.4354,3.15876,5.74967,18.9948,,9277,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3765859654
"Aug. 27, 2019","Aug. 27, 2019",Run,366,3.22366,1833,9.4768,5.33446,6.33125,11.2476,,4966,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3755472355
"Aug. 25, 2019","Aug. 25, 2019",Run,716,6.01565,3863,10.7026,6.39283,5.60609,9.38551,,10325,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3752452903
"Aug. 17, 2019","Aug. 17, 2019",Run,471,4.00427,2493,10.3764,6.19004,5.78234,9.693,,6685,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3736234117
"Aug. 7, 2019","Aug. 7, 2019",Run,367,3.21882,1857,9.61532,6.56572,6.24004,9.13838,,5022,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3714706960
"Aug. 5, 2019","Aug. 5, 2019",Run,414,3.56776,2143,10.011,6.5051,5.99343,9.22353,,5769,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3710137423
"Aug. 2, 2019","Aug. 2, 2019",Run,508,4.19152,2809,11.1694,5.14807,5.37183,11.6548,,7475,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3705272359
"July 29, 2019","July 29, 2019",Run,665,5.51057,3658,11.0636,6.29578,5.4232,9.53019,,9743,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3695977378
"July 23, 2019","July 23, 2019",Run,465,4.01236,2414,10.0274,6.83059,5.98363,8.78401,,6498,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3683404738
"July 16, 2019","July 16, 2019",Run,573,5.00804,2907,9.67445,5.54332,6.2019,10.8238,,7856,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3669942010
"July 12, 2019","July 12, 2019",Run,350,3.11202,1723,9.22766,6.0577,6.50219,9.90474,,4683,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3662140258
"July 9, 2019","July 9, 2019",Run,694,6.00304,3573,9.91997,6.0109,6.0484,9.98186,,9629,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3655373821
"July 8, 2019","July 8, 2019",Run,119,1.01727,632,10.3545,6.00653,5.79459,9.98913,,1695,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3653159356
"July 5, 2019","July 5, 2019",Run,339,3.01766,1661,9.17376,6.12054,6.54039,9.80306,,4517,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3647381035
"June 22, 2019","June 22, 2019",Run,782,7.00697,5520,13.1298,3.5728,4.56977,16.7935,,14467,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3621832333
"June 18, 2019","June 18, 2019",Run,526,4.61458,2651,9.57471,5.17976,6.2665,11.5835,,7173,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3612932296
"June 15, 2019","June 15, 2019",Run,339,3.00091,1683,9.34716,5.14399,6.41906,11.6641,,4567,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3607522372
"June 13, 2019","June 13, 2019",Run,226,2.018,1108,9.15097,5.96994,6.55668,10.0503,,3014,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3603281749
"June 6, 2019","June 6, 2019",Run,341,3.00977,1707,9.45255,5.74035,6.34749,10.4523,,4626,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3589078603
"June 5, 2019","June 5, 2019",Run,348,3.10343,1712,9.19413,6.17146,6.52591,9.72217,,4655,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3586964914
"May 29, 2019","May 29, 2019",Run,490,4.01,2792,11.6043,5.07597,5.17049,11.8204,,7064,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3573383278
"May 23, 2019","May 23, 2019",Run,346,3.00335,1777,9.86121,4.43724,6.08445,13.5219,,4792,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3561960487
"May 19, 2019","May 19, 2019",Run,466,4.00032,2933,12.2198,4.96605,4.91005,12.082,,7737,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3553479241
"May 17, 2019","May 17, 2019",Run,697,6.00567,3609,10.0155,3.97697,5.9907,15.0869,,9715,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3550037167
"May 15, 2019","May 15, 2019",Run,194,1.71149,973,9.47518,5.6452,6.33233,10.6285,,2636,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3545987305
"May 12, 2019","May 12, 2019",Run,819,7.00643,4293,10.212,5.78532,5.87542,10.3711,,11532,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3539750353
"May 10, 2019","May 10, 2019",Run,378,3.29235,1927,9.75493,6.42632,6.15074,9.33661,,5203,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3536253952
"May 4, 2019","May 4, 2019",Run,611,5.14228,3285,10.647,6.78781,5.63537,8.83937,,8785,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3524074735
"April 23, 2019","April 23, 2019",Run,15,0.135136,42,5.17998,3.38949,11.583,17.7018,,125,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3502284532
"April 23, 2019","April 23, 2019",Run,337,3.01472,1639,9.0611,5.94811,6.62171,10.0872,,4464,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3502280764
"April 12, 2019","April 12, 2019",Run,599,5.02846,3234,10.719,5.14288,5.59754,11.6666,,8642,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3481994998
"April 7, 2019","April 7, 2019",Run,538,4.5367,2758,10.1322,5.56154,5.92173,10.7884,,7415,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3471833605
"April 4, 2019","April 4, 2019",Run,361,3.01362,1901,10.5134,6.4501,5.70701,9.30218,,5090,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3466350235
"March 31, 2019","March 31, 2019",Run,721,6.01263,3562,9.87367,5.70348,6.07677,10.5199,,9604,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3457872817
"March 23, 2019","March 23, 2019",Run,602,5.02851,2934,9.72455,5.60868,6.16995,10.6977,,7925,b'',Map My Fitness MapMyRun Android,http://www.mapmyfitness.com/workout/3442483390
